periodo,sector_agregado,valor
2015-04-01,Explotación de minas y canteras,23428.52749521022
2015-04-01,Hogares privados con servicio doméstico,4270.179952587158
2015-04-01,Hoteles y restaurantes,10113.550963754567
2015-04-01,Industria manufacturera,128678.4227467227
2015-04-01,Intermediación financiera,26840.217031906323
2015-04-01,"Otras actividades de servicios comunitarias, sociales y personales",18232.851493131697
2015-04-01,Pesca,2407.1275914296875
2015-04-01,Servicios sociales y de salud,23947.70120071024
2015-04-01,"Transporte, almacenamiento y comunicaciones",58020.4433836028
2015-04-01,Total economía,669072.1531473275
2015-07-01,"Actividades inmobiliarias, empresariales y de alquiler",73375.89427234315
2015-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32451.130330184755
2015-07-01,"Agricultura, ganadería, caza y silvicultura",32470.78044064063
2015-07-01,"Comercio mayorista, minorista y reparaciones",98179.77020900254
2015-07-01,Construcción,23443.21665140228
2015-07-01,"Electricidad, gas y agua",12688.675589541115
2015-07-01,Enseñanza,26415.74149513098
2015-07-01,Explotación de minas y canteras,23467.128670556245
2015-07-01,Hogares privados con servicio doméstico,4269.266670916522
2015-07-01,Hoteles y restaurantes,11153.557595229391
2015-07-01,Industria manufacturera,130450.0997149625
2015-07-01,Intermediación financiera,27506.29236743383
2015-07-01,"Otras actividades de servicios comunitarias, sociales y personales",19056.910313321292
2015-07-01,Pesca,2972.491939370308
2015-07-01,Servicios sociales y de salud,22534.12671040645
2015-07-01,"Transporte, almacenamiento y comunicaciones",56745.090325524536
2015-07-01,Total economía,597180.1732959666
2015-10-01,"Actividades inmobiliarias, empresariales y de alquiler",73703.19053004976
2015-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32803.75378539254
2015-10-01,"Agricultura, ganadería, caza y silvicultura",32137.052185286077
2015-10-01,"Comercio mayorista, minorista y reparaciones",95673.54921850376
2015-10-01,Construcción,21687.914848925488
2015-10-01,"Electricidad, gas y agua",12312.02673455058
2015-10-01,Enseñanza,26691.105407441104
2015-10-01,Explotación de minas y canteras,22858.197781933224
2015-10-01,Hogares privados con servicio doméstico,4226.191255868589
2015-10-01,Hoteles y restaurantes,11530.640609506285
2015-10-01,Industria manufacturera,128600.54227405756
2015-10-01,Intermediación financiera,27959.71687028136
2015-10-01,"Otras actividades de servicios comunitarias, sociales y personales",18009.19382788118
2015-10-01,Pesca,2263.9691415306825
2015-10-01,Servicios sociales y de salud,21440.23646079678
2015-10-01,"Transporte, almacenamiento y comunicaciones",55317.93350679173
2015-10-01,Total economía,587215.2144387966
2015-Total,"Actividades inmobiliarias, empresariales y de alquiler",72248.27288660759
2015-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32220.09435021104
2015-Total,"Agricultura, ganadería, caza y silvicultura",52896.78027265626
2015-Total,"Comercio mayorista, minorista y reparaciones",94849.6998593867
2015-Total,Construcción,22553.656100760152
2015-Total,"Electricidad, gas y agua",12477.406837640036
2015-Total,Enseñanza,26020.211756723067
2015-Total,Explotación de minas y canteras,23129.97476316396
2015-Total,Hogares privados con servicio doméstico,4275.450726070928
2015-Total,Hoteles y restaurantes,10991.96334873823
2015-Total,Industria manufacturera,125260.63665761075
2015-Total,Intermediación financiera,27179.520306666574
2015-Total,"Otras actividades de servicios comunitarias, sociales y personales",18326.109827686556
2015-Total,Pesca,2239.3493152690708
2015-Total,Servicios sociales y de salud,22460.156378803887
2015-Total,"Transporte, almacenamiento y comunicaciones",55810.94836498801
2015-Total,Total economía,602940.2317529828
2016-01-01,"Actividades inmobiliarias, empresariales y de alquiler",69764.1050569949
2016-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32833.32662214608
2016-01-01,"Agricultura, ganadería, caza y silvicultura",35389.88936967365
2016-01-01,"Comercio mayorista, minorista y reparaciones",88618.11082017036
2016-01-01,Construcción,20929.326913005007
2016-01-01,"Electricidad, gas y agua",12800.682299058772
2016-01-01,Enseñanza,26041.944884463883
2016-01-01,Explotación de minas y canteras,21932.478879388727
2016-01-01,Hogares privados con servicio doméstico,4299.1277333762355
2016-01-01,Hoteles y restaurantes,11327.729503917511
2016-01-01,Industria manufacturera,109845.38411631071
2016-01-01,Intermediación financiera,26611.53054543214
2016-01-01,"Otras actividades de servicios comunitarias, sociales y personales",18212.625381873135
2016-01-01,Pesca,1413.4435240776684
2016-01-01,Servicios sociales y de salud,22567.255010708872
2016-01-01,"Transporte, almacenamiento y comunicaciones",56318.48413424176
2016-01-01,Total economía,558905.4447948392
2016-04-01,"Actividades inmobiliarias, empresariales y de alquiler",72519.883531735
2016-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32977.08900294815
2016-04-01,"Agricultura, ganadería, caza y silvicultura",100988.65369607323
2016-04-01,"Comercio mayorista, minorista y reparaciones",92557.39954773417
2016-04-01,Construcción,19317.511008767087
2016-04-01,"Electricidad, gas y agua",12698.49075858285
2016-04-01,Enseñanza,26507.82392605175
2016-04-01,Explotación de minas y canteras,22001.608514606905
2016-04-01,Hogares privados con servicio doméstico,4212.546663650696
2016-04-01,Hoteles y restaurantes,10353.945356549712
2016-04-01,Industria manufacturera,118643.43948710214
2016-04-01,Intermediación financiera,25738.199335508267
2016-04-01,"Otras actividades de servicios comunitarias, sociales y personales",18380.99837289155
2016-04-01,Pesca,2027.128733933948
2016-04-01,Servicios sociales y de salud,24568.074154995214
2016-04-01,"Transporte, almacenamiento y comunicaciones",59160.68174896814
2016-04-01,Total economía,642653.4738400988
2016-07-01,"Actividades inmobiliarias, empresariales y de alquiler",72612.46557314735
2016-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33041.90413677525
2016-07-01,"Agricultura, ganadería, caza y silvicultura",32062.827410594982
2016-07-01,"Comercio mayorista, minorista y reparaciones",92733.80723472286
2016-07-01,Construcción,20383.916385408214
2016-07-01,"Electricidad, gas y agua",12771.343901483626
2016-07-01,Enseñanza,26925.23585263474
2016-07-01,Explotación de minas y canteras,22135.70415950637
2016-07-01,Hogares privados con servicio doméstico,4222.951413969207
2016-07-01,Hoteles y restaurantes,11311.307029609148
2016-07-01,Industria manufacturera,121051.71832260957
2016-07-01,Intermediación financiera,26066.1733522881
2016-07-01,"Otras actividades de servicios comunitarias, sociales y personales",18749.644551472185
2016-07-01,Pesca,3331.2505836988325
2016-07-01,Servicios sociales y de salud,23058.488981225528
2016-07-01,"Transporte, almacenamiento y comunicaciones",57794.20127199226
2016-07-01,Total economía,578252.9401611381
2016-10-01,"Actividades inmobiliarias, empresariales y de alquiler",73759.12852048241
2016-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33136.13295641326
2016-10-01,"Agricultura, ganadería, caza y silvicultura",32754.96251873117
2016-10-01,"Comercio mayorista, minorista y reparaciones",93147.15923626568
2016-10-01,Construcción,19484.68631815725
2016-10-01,"Electricidad, gas y agua",12133.24634938498
2016-10-01,Enseñanza,27180.786655297157
2016-10-01,Explotación de minas y canteras,21380.83356195607
2016-10-01,Hogares privados con servicio doméstico,4241.023747474758
2016-10-01,Hoteles y restaurantes,11814.564465195715
2016-10-01,Industria manufacturera,123437.91176934306
2016-10-01,Intermediación financiera,26862.391306810532
2016-10-01,"Otras actividades de servicios comunitarias, sociales y personales",17723.09502665502
2016-10-01,Pesca,2173.4025018907864
2016-10-01,Servicios sociales y de salud,21889.3219198532
2016-10-01,"Transporte, almacenamiento y comunicaciones",57561.71629739638
2016-10-01,Total economía,578680.3631513075
2016-Total,"Actividades inmobiliarias, empresariales y de alquiler",72163.89567068807
2016-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,32997.11317957068
2016-Total,"Agricultura, ganadería, caza y silvicultura",50299.08324874574
2016-Total,"Comercio mayorista, minorista y reparaciones",91764.1192100478
2016-Total,Construcción,20028.860156469364
2016-Total,"Electricidad, gas y agua",12600.940827137696
2016-Total,Enseñanza,26663.947829624616
2016-Total,Explotación de minas y canteras,21862.65627891501
2016-Total,Hogares privados con servicio doméstico,4243.912389617724
2016-Total,Hoteles y restaurantes,11201.88658881318
2016-Total,Industria manufacturera,118244.61342415855
2016-Total,Intermediación financiera,26319.57363505473
2016-Total,"Otras actividades de servicios comunitarias, sociales y personales",18266.59083326913
2016-Total,Pesca,2236.3063358949257
2016-Total,Servicios sociales y de salud,23020.785016706104
2016-Total,"Transporte, almacenamiento y comunicaciones",57708.77086331373
2016-Total,Total economía,589623.0554880272
2017-01-01,"Actividades inmobiliarias, empresariales y de alquiler",71147.72732217908
2017-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33109.13093938957
2017-01-01,"Agricultura, ganadería, caza y silvicultura",37132.71907953547
2017-01-01,"Comercio mayorista, minorista y reparaciones",88069.84227879343
2017-01-01,Construcción,21354.329319821223
2017-01-01,"Electricidad, gas y agua",12832.399538133124
2017-01-01,Enseñanza,26177.402544174867
2017-01-01,Explotación de minas y canteras,20796.418004714214
2017-01-01,Hogares privados con servicio doméstico,4230.162762635692
2017-01-01,Hoteles y restaurantes,11411.618199363864
2017-01-01,Industria manufacturera,107280.159390218
2017-01-01,Intermediación financiera,27397.995727479843
2017-01-01,"Otras actividades de servicios comunitarias, sociales y personales",18547.46625119667
2017-01-01,Pesca,1857.786089106075
2017-01-01,Servicios sociales y de salud,23131.353207925516
2017-01-01,"Transporte, almacenamiento y comunicaciones",57709.27763568281
2017-01-01,Total economía,562185.7882903495
2017-04-01,"Actividades inmobiliarias, empresariales y de alquiler",74182.07969788091
2017-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33250.608706464685
2017-04-01,"Agricultura, ganadería, caza y silvicultura",103049.7090578753
2017-04-01,"Comercio mayorista, minorista y reparaciones",95477.05982492676
2017-04-01,Construcción,21207.92392997056
2017-04-01,"Electricidad, gas y agua",12409.935855641108
2017-04-01,Enseñanza,26835.654996494344
2017-04-01,Explotación de minas y canteras,20556.257783803987
2017-04-01,Hogares privados con servicio doméstico,4061.9291360398865
2017-04-01,Hoteles y restaurantes,10713.430503808251
2017-04-01,Industria manufacturera,121930.70327848928
2017-04-01,Intermediación financiera,26722.600266236383
2017-04-01,"Otras actividades de servicios comunitarias, sociales y personales",18266.611216639245
2017-04-01,Pesca,2436.84922272485
2017-04-01,Servicios sociales y de salud,25048.96166688374
2017-04-01,"Transporte, almacenamiento y comunicaciones",61030.15568887639
2017-04-01,Total economía,657180.4708327558
2017-07-01,"Actividades inmobiliarias, empresariales y de alquiler",75232.61992427964
2017-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33206.458501532856
2017-07-01,"Agricultura, ganadería, caza y silvicultura",32539.533291335123
2017-07-01,"Comercio mayorista, minorista y reparaciones",96555.0611332366
2017-07-01,Construcción,22705.640475002816
2017-07-01,"Electricidad, gas y agua",12583.058319637445
2017-07-01,Enseñanza,27397.92579777267
2017-07-01,Explotación de minas y canteras,21348.51164636415
2017-07-01,Hogares privados con servicio doméstico,4123.309038201303
2017-07-01,Hoteles y restaurantes,11732.38230538956
2017-07-01,Industria manufacturera,126997.37754313584
2017-07-01,Intermediación financiera,27765.938442656712
2017-07-01,"Otras actividades de servicios comunitarias, sociales y personales",19323.225898843975
2017-07-01,Pesca,3774.646360491668
2017-07-01,Servicios sociales y de salud,23456.35746813823
2017-07-01,"Transporte, almacenamiento y comunicaciones",59061.02689917094
2017-07-01,Total economía,597803.0730451895
2017-10-01,"Actividades inmobiliarias, empresariales y de alquiler",76786.07473577898
2017-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33430.86137412845
2017-10-01,"Agricultura, ganadería, caza y silvicultura",34434.97943285415
2017-10-01,"Comercio mayorista, minorista y reparaciones",99045.67937979054
2017-10-01,Construcción,22185.64702421232
2017-10-01,"Electricidad, gas y agua",12069.854392472746
2017-10-01,Enseñanza,27521.26853356145
2017-10-01,Explotación de minas y canteras,21656.438563073592
2017-10-01,Hogares privados con servicio doméstico,4092.8421659416663
2017-10-01,Hoteles y restaurantes,12228.881887114709
2017-10-01,Industria manufacturera,128945.01221232896
2017-10-01,Intermediación financiera,28670.690414130124
2017-10-01,"Otras actividades de servicios comunitarias, sociales y personales",18224.11531223837
2017-10-01,Pesca,2154.848339828782
2017-10-01,Servicios sociales y de salud,22301.014994503585
2017-10-01,"Transporte, almacenamiento y comunicaciones",58231.03968313866
2017-10-01,Total economía,601979.2484450971
2017-Total,"Actividades inmobiliarias, empresariales y de alquiler",74337.12542001116
2017-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33249.26488037888
2017-Total,"Agricultura, ganadería, caza y silvicultura",51789.235215444314
2017-Total,"Comercio mayorista, minorista y reparaciones",94786.91065404734
2017-Total,Construcción,21863.385187198815
2017-Total,"Electricidad, gas y agua",12473.812026497855
2017-Total,Enseñanza,26983.06296800751
2017-Total,Explotación de minas y canteras,21089.40649946733
2017-Total,Hogares privados con servicio doméstico,4127.060775704636
2017-Total,Hoteles y restaurantes,11521.578223883098
2017-Total,Industria manufacturera,121288.3131056184
2017-Total,Intermediación financiera,27639.306212643973
2017-Total,"Otras actividades de servicios comunitarias, sociales y personales",18590.35466975915
2017-Total,Pesca,2556.032503068321
2017-Total,Servicios sociales y de salud,23484.421834383837
2017-Total,"Transporte, almacenamiento y comunicaciones",59007.87497692019
2017-Total,Total economía,604787.145153035
2018-01-01,"Actividades inmobiliarias, empresariales y de alquiler",74017.43059303521
2018-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33381.93054178412
2018-01-01,"Agricultura, ganadería, caza y silvicultura",37535.57235555392
2018-01-01,"Comercio mayorista, minorista y reparaciones",93928.53567338022
2018-01-01,Construcción,23189.19744217587
2018-01-01,"Electricidad, gas y agua",12881.957320482445
2018-01-01,Enseñanza,26810.571553117657
2018-01-01,Explotación de minas y canteras,21041.505981365983
2018-01-01,Hogares privados con servicio doméstico,4262.316674384064
2018-01-01,Hoteles y restaurantes,11865.91071237163
2018-01-01,Industria manufacturera,111168.96881717656
2018-01-01,Intermediación financiera,28933.9848955413
2018-01-01,"Otras actividades de servicios comunitarias, sociales y personales",18614.639650913115
2018-01-01,Pesca,2122.6101329756043
2018-01-01,Servicios sociales y de salud,23611.931735998012
2018-01-01,"Transporte, almacenamiento y comunicaciones",57936.483142333775
2018-01-01,Total economía,581303.5472225894
2018-04-01,"Actividades inmobiliarias, empresariales y de alquiler",76968.88657286527
2018-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33247.031233369715
2018-04-01,"Agricultura, ganadería, caza y silvicultura",70023.82279592675
2018-04-01,"Comercio mayorista, minorista y reparaciones",94737.15150655372
2018-04-01,Construcción,22334.123748930015
2018-04-01,"Electricidad, gas y agua",12668.703374767456
2018-04-01,Enseñanza,27432.35140733311
2018-04-01,Explotación de minas y canteras,21497.8320455702
2018-04-01,Hogares privados con servicio doméstico,4013.530045523752
2018-04-01,Hoteles y restaurantes,10683.331940476735
2018-04-01,Industria manufacturera,119605.87537455931
2018-04-01,Intermediación financiera,29069.85651101145
2018-04-01,"Otras actividades de servicios comunitarias, sociales y personales",18577.91755589798
2018-04-01,Pesca,2112.759581783592
2018-04-01,Servicios sociales y de salud,25550.679586069036
2018-04-01,"Transporte, almacenamiento y comunicaciones",58479.526849909074
2018-04-01,Total economía,627003.3801305472
2018-07-01,"Actividades inmobiliarias, empresariales y de alquiler",74984.92055749505
2018-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33142.19056447624
2018-07-01,"Agricultura, ganadería, caza y silvicultura",32038.110825922136
2018-07-01,"Comercio mayorista, minorista y reparaciones",88878.15975122094
2018-07-01,Construcción,22614.002231315917
2018-07-01,"Electricidad, gas y agua",12691.361366212112
2018-07-01,Enseñanza,27767.800888942977
2018-07-01,Explotación de minas y canteras,21328.785991462504
2018-07-01,Hogares privados con servicio doméstico,4171.356186352515
2018-07-01,Hoteles y restaurantes,11422.610583186246
2018-07-01,Industria manufacturera,117542.4470860486
2018-07-01,Intermediación financiera,29257.296414379987
2018-07-01,"Otras actividades de servicios comunitarias, sociales y personales",19254.050098430947
2018-07-01,Pesca,4085.557974902681
2018-07-01,Servicios sociales y de salud,23758.283789841324
2018-07-01,"Transporte, almacenamiento y comunicaciones",56662.78019212962
2018-07-01,Total economía,579599.7145023198
2018-10-01,"Actividades inmobiliarias, empresariales y de alquiler",75284.47187137937
2018-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33327.744345007726
2018-10-01,"Agricultura, ganadería, caza y silvicultura",35307.65147184203
2018-10-01,"Comercio mayorista, minorista y reparaciones",86401.77827229863
2018-10-01,Construcción,20296.614535867455
2018-10-01,"Electricidad, gas y agua",11714.8289345579
2018-10-01,Enseñanza,27895.216648298217
2018-10-01,Explotación de minas y canteras,21204.36091258921
2018-10-01,Hogares privados con servicio doméstico,4197.16667270876
2018-10-01,Hoteles y restaurantes,11920.2833029975
2018-10-01,Industria manufacturera,113524.72293197496
2018-10-01,Intermediación financiera,27411.00266487539
2018-10-01,"Otras actividades de servicios comunitarias, sociales y personales",17298.492297981018
2018-10-01,Pesca,2457.516618095852
2018-10-01,Servicios sociales y de salud,22505.779890813938
2018-10-01,"Transporte, almacenamiento y comunicaciones",55476.48139286735
2018-10-01,Total economía,566224.1127641554
2018-Total,"Actividades inmobiliarias, empresariales y de alquiler",75313.92739901255
2018-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33274.72417115945
2018-Total,"Agricultura, ganadería, caza y silvicultura",43726.28936250988
2018-Total,"Comercio mayorista, minorista y reparaciones",90986.40630213686
2018-Total,Construcción,22108.484489765528
2018-Total,"Electricidad, gas y agua",12489.212749043045
2018-Total,Enseñanza,27476.485124436254
2018-Total,Explotación de minas y canteras,21268.121232763755
2018-Total,Hogares privados con servicio doméstico,4161.0923947422725
2018-Total,Hoteles y restaurantes,11473.034134793255
2018-Total,Industria manufacturera,115460.50355340516
2018-Total,Intermediación financiera,28668.03512150516
2018-Total,"Otras actividades de servicios comunitarias, sociales y personales",18436.27490087864
2018-Total,Pesca,2694.6110769758925
2018-Total,Servicios sociales y de salud,23856.66875071602
2018-Total,"Transporte, almacenamiento y comunicaciones",57138.817894765314
2018-Total,Total economía,588532.688658609
2019-01-01,"Actividades inmobiliarias, empresariales y de alquiler",72653.62523690467
2019-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33271.50055915854
2019-01-01,"Agricultura, ganadería, caza y silvicultura",40558.71400603727
2019-01-01,"Comercio mayorista, minorista y reparaciones",81877.47999066635
2019-01-01,Construcción,21793.48274242248
2019-01-01,"Electricidad, gas y agua",12147.627373649717
2019-01-01,Enseñanza,27019.439758239023
2019-01-01,Explotación de minas y canteras,20900.376122251415
2019-01-01,Hogares privados con servicio doméstico,4550.854735683508
2019-01-01,Hoteles y restaurantes,11532.935015600991
2019-01-01,Industria manufacturera,99095.1995021124
2019-01-01,Intermediación financiera,26252.76206340076
2019-01-01,"Otras actividades de servicios comunitarias, sociales y personales",18177.528580920167
2019-01-01,Pesca,2268.196931327577
2019-01-01,Servicios sociales y de salud,23649.17885399723
2019-01-01,"Transporte, almacenamiento y comunicaciones",55338.50978913227
2019-01-01,Total economía,551087.4112615044
2019-04-01,"Actividades inmobiliarias, empresariales y de alquiler",75352.84222766694
2019-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33481.153555884244
2019-04-01,"Agricultura, ganadería, caza y silvicultura",103764.79916654482
2019-04-01,"Comercio mayorista, minorista y reparaciones",85900.40128990018
2019-04-01,Construcción,21308.84050551713
2019-04-01,"Electricidad, gas y agua",11763.10937869417
2019-04-01,Enseñanza,27571.36043311586
2019-04-01,Explotación de minas y canteras,21769.943554094774
2019-04-01,Hogares privados con servicio doméstico,4277.364003488991
2019-04-01,Hoteles y restaurantes,10685.072526143516
2019-04-01,Industria manufacturera,110734.33185742809
2019-04-01,Intermediación financiera,25105.645170159845
2019-04-01,"Otras actividades de servicios comunitarias, sociales y personales",18039.493283750468
2019-04-01,Pesca,2049.187610834102
2019-04-01,Servicios sociales y de salud,25488.451003431695
2019-04-01,"Transporte, almacenamiento y comunicaciones",59151.87104742485
2019-04-01,Total economía,636443.8666140798
2019-07-01,"Actividades inmobiliarias, empresariales y de alquiler",75136.15611236745
2019-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33562.44562420989
2019-07-01,"Agricultura, ganadería, caza y silvicultura",35952.11033051322
2019-07-01,"Comercio mayorista, minorista y reparaciones",84020.11587016146
2019-07-01,Construcción,22131.453504733163
2019-07-01,"Electricidad, gas y agua",12371.850003223652
2019-07-01,Enseñanza,27968.458685154917
2019-07-01,Explotación de minas y canteras,21996.59097681463
2019-07-01,Hogares privados con servicio doméstico,4297.086869281685
2019-07-01,Hoteles y restaurantes,11656.511856413472
2019-07-01,Industria manufacturera,112260.14446984405
2019-07-01,Intermediación financiera,24968.43032595977
2019-07-01,"Otras actividades de servicios comunitarias, sociales y personales",18697.3792590315
2019-07-01,Pesca,3396.0142286993328
2019-07-01,Servicios sociales y de salud,23804.02083539806
2019-07-01,"Transporte, almacenamiento y comunicaciones",56942.80535489563
2019-07-01,Total economía,569161.5743067019
2019-10-01,"Actividades inmobiliarias, empresariales y de alquiler",75313.99081348703
2019-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33914.98940887059
2019-10-01,"Agricultura, ganadería, caza y silvicultura",35519.12347466695
2019-10-01,"Comercio mayorista, minorista y reparaciones",84281.07447222082
2019-10-01,Construcción,19461.760282596413
2019-10-01,"Electricidad, gas y agua",12145.16731714435
2019-10-01,Enseñanza,27965.521668621815
2019-10-01,Explotación de minas y canteras,21617.961921973427
2019-10-01,Hogares privados con servicio doméstico,4323.9457064639
2019-10-01,Hoteles y restaurantes,12047.975946086224
2019-10-01,Industria manufacturera,111318.80175636696
2019-10-01,Intermediación financiera,24997.760069236312
2019-10-01,"Otras actividades de servicios comunitarias, sociales y personales",16523.879363026314
2019-10-01,Pesca,1977.466459242091
2019-10-01,Servicios sociales y de salud,22555.722664136894
2019-10-01,"Transporte, almacenamiento y comunicaciones",55515.6571106499
2019-10-01,Total economía,559480.79843479
2019-Total,"Actividades inmobiliarias, empresariales y de alquiler",74614.15359778854
2019-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33557.52228703081
2019-Total,"Agricultura, ganadería, caza y silvicultura",53948.686744578736
2019-Total,"Comercio mayorista, minorista y reparaciones",84019.76790618575
2019-Total,Construcción,21173.884258937032
2019-Total,"Electricidad, gas y agua",12106.938518151124
2019-Total,Enseñanza,27631.195136297814
2019-Total,Explotación de minas y canteras,21571.218143735274
2019-Total,Hogares privados con servicio doméstico,4362.31282872952
2019-Total,Hoteles y restaurantes,11480.623836047444
2019-Total,Industria manufacturera,108352.11939656982
2019-Total,Intermediación financiera,25331.14940726427
2019-Total,"Otras actividades de servicios comunitarias, sociales y personales",17859.570121772602
2019-Total,Pesca,2422.716307615681
2019-Total,Servicios sociales y de salud,23874.343339275827
2019-Total,"Transporte, almacenamiento y comunicaciones",56737.21082571461
2019-Total,Total economía,579043.4126556948
2020-01-01,"Actividades inmobiliarias, empresariales y de alquiler",71303.67702855114
2020-01-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,33561.57496220624
2020-01-01,"Agricultura, ganadería, caza y silvicultura",38095.456700647126
2020-01-01,"Comercio mayorista, minorista y reparaciones",77231.29061244581
2020-01-01,Construcción,17531.390880378778
2020-01-01,"Electricidad, gas y agua",12718.3725931036
2020-01-01,Enseñanza,26970.81187295912
2020-01-01,Explotación de minas y canteras,21059.7534294915
2020-01-01,Hogares privados con servicio doméstico,4464.139581289618
2020-01-01,Hoteles y restaurantes,10384.837979719608
2020-01-01,Industria manufacturera,92780.92898384453
2020-01-01,Intermediación financiera,24487.69399120664
2020-01-01,"Otras actividades de servicios comunitarias, sociales y personales",16956.320834379534
2020-01-01,Pesca,1760.703956583139
2020-01-01,Servicios sociales y de salud,23000.14346178646
2020-01-01,"Transporte, almacenamiento y comunicaciones",52067.483928747526
2020-01-01,Total economía,524374.5807973404
2020-04-01,"Actividades inmobiliarias, empresariales y de alquiler",65014.89813567097
2020-04-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,29414.43797434526
2020-04-01,"Agricultura, ganadería, caza y silvicultura",92057.26727172242
2020-04-01,"Comercio mayorista, minorista y reparaciones",71662.36752249839
2020-04-01,Construcción,10644.4224609167
2020-04-01,"Electricidad, gas y agua",11488.267771794375
2020-04-01,Enseñanza,25253.51123139926
2020-04-01,Explotación de minas y canteras,17824.02442512185
2020-04-01,Hogares privados con servicio doméstico,2714.6002473368912
2020-04-01,Hoteles y restaurantes,2899.4836905438383
2020-04-01,Industria manufacturera,87129.59502355108
2020-04-01,Intermediación financiera,24527.530212307945
2020-04-01,"Otras actividades de servicios comunitarias, sociales y personales",5712.150845804894
2020-04-01,Pesca,1783.7777321941403
2020-04-01,Servicios sociales y de salud,19489.89349308522
2020-04-01,"Transporte, almacenamiento y comunicaciones",46188.04476957806
2020-04-01,Total economía,513804.27280787134
2020-07-01,"Actividades inmobiliarias, empresariales y de alquiler",70904.78943753646
2020-07-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,30339.430333601485
2020-07-01,"Agricultura, ganadería, caza y silvicultura",34777.1560046612
2020-07-01,"Comercio mayorista, minorista y reparaciones",82536.86156000535
2020-07-01,Construcción,17339.876132607267
2020-07-01,"Electricidad, gas y agua",12687.948638127067
2020-07-01,Enseñanza,26248.977783820716
2020-07-01,Explotación de minas y canteras,19191.48956826432
2020-07-01,Hogares privados con servicio doméstico,3351.3017461034706
2020-07-01,Hoteles y restaurantes,4485.595780429168
2020-07-01,Industria manufacturera,106644.71506900265
2020-07-01,Intermediación financiera,25382.3467826644
2020-07-01,"Otras actividades de servicios comunitarias, sociales y personales",8095.446188555612
2020-07-01,Pesca,2830.135712958931
2020-07-01,Servicios sociales y de salud,21701.342925181452
2020-07-01,"Transporte, almacenamiento y comunicaciones",44954.096959141614
2020-07-01,Total economía,511471.5106226611
2020-10-01,"Actividades inmobiliarias, empresariales y de alquiler",74253.19706250168
2020-10-01,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,30991.641523993796
2020-10-01,"Agricultura, ganadería, caza y silvicultura",35545.17694155329
2020-10-01,"Comercio mayorista, minorista y reparaciones",86933.23185901038
2020-10-01,Construcción,20224.55119908987
2020-10-01,"Electricidad, gas y agua",12232.55044584762
2020-10-01,Enseñanza,26791.47998440818
2020-10-01,Explotación de minas y canteras,19215.196281852837
2020-10-01,Hogares privados con servicio doméstico,3659.143216513011
2020-10-01,Hoteles y restaurantes,5630.893620816316
2020-10-01,Industria manufacturera,113496.16028179224
2020-10-01,Intermediación financiera,26026.75519511983
2020-10-01,"Otras actividades de servicios comunitarias, sociales y personales",13052.073765199222
2020-10-01,Pesca,1694.1914326795154
2020-10-01,Servicios sociales y de salud,22136.911883929315
2020-10-01,"Transporte, almacenamiento y comunicaciones",45235.46335195799
2020-10-01,Total economía,537118.6180462651
2020-Total,"Actividades inmobiliarias, empresariales y de alquiler",70369.14041639645
2020-Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,31076.77119853669
2020-Total,"Agricultura, ganadería, caza y silvicultura",50118.76422965838
2020-Total,"Comercio mayorista, minorista y reparaciones",79590.9378884911
2020-Total,Construcción,16435.060168217904
2020-Total,"Electricidad, gas y agua",12281.78486222568
2020-Total,Enseñanza,26316.195218193672
2020-Total,Explotación de minas y canteras,19322.615926399027
2020-Total,Hogares privados con servicio doméstico,3547.296197810747
2020-Total,Hoteles y restaurantes,5850.20276840203
2020-Total,Industria manufacturera,100012.84983927743
2020-Total,Intermediación financiera,25106.081545325906
